0,0,1
0.19866933079506122,0.3894183423086505,1
0.3894183423086505,0.7173560908995228,1
0.5646424733950355,0.9320390859672264,1
0.7173560908995228,0.9995736030415051,1
0.8414709848078965,0.9092974268256817,1
0.9320390859672264,0.6754631805511506,1
0.9854497299884603,0.33498815015590466,1
0.9995736030415051,-0.058374143427580086,1
0.9738476308781951,-0.44252044329485246,1
0.9092974268256817,-0.7568024953079282,1
0.8084964038195901,-0.951602073889516,1
0.6754631805511506,-0.9961646088358406,1
0.5155013718214642,-0.8834546557201531,1
0.33498815015590466,-0.6312666378723208,1
0.1411200080598672,-0.27941549819892586,1
-0.058374143427580086,0.11654920485049364,1
-0.25554110202683167,0.49411335113860894,1
-0.44252044329485246,0.7936678638491531,1
-0.6118578909427193,0.9679196720314865,1
-0.7568024953079282,0.9893582466233818,1
-0.8715757724135882,0.8545989080882804,1
-0.951602073889516,0.5849171928917617,1
-0.9936910036334645,0.22288991410024592,1
-0.9961646088358406,-0.1743267812229814,1
-0.9589242746631385,-0.5440211108893698,1
-0.8834546557201531,-0.8278264690856537,1
-0.7727644875559871,-0.9809362300664916,1
-0.6312666378723208,-0.979177729151317,1
-0.4646021794137566,-0.8228285949687079,1
-0.27941549819892586,-0.5365729180004349,1
-0.0830894028174964,-0.1656041754483094,1
